,Unnamed: 0,Id,Impact,Urgency,IncidentType,ServiceProcessed,MailSubject,MailTextBody,ManualGroups,Combined_Content
526,2900,INC000009815355,4-Minor/Localized,4-Low,Service Request,EDA_S_Büroautomation,Verschieben/löschen von privaten Mails in Teamaccount,"guten tag zusammen  wir räumen derzeit unsere teammailbox eda-dr lokalpersonal auf und haben ein problem beim verschieben und löschen von mails. beim verschieben der jeweiligen ordner erscheint jeweils diese fehlermeldung:  [cid:image001.jpg@01d5e199.865d1230]  wir vermuten, dass hier einzelne teammitglieder «privat» markierte mails hineingezogen haben, die aber für die anderen nicht ersichtlich sind. da unser team jedoch in der letzten zeit einige wechsel hatte, werden wohl auch mails darunter sein von leuten, welche in der zwischenzeit nicht mehr bei uns arbeiten. d.h. wir sind blockiert. lässt sich dieses problem irgendwie lösen?  vielen dank im voraus für ihre rückmeldung.  freundliche grüsse",,verschiebenlöschen privat mails teamaccount tag räumen teammailbox edadr lokalpersonal problem verschieben löschen mails verschieben jeweilig erscheinen jeweils fehlermeldung vermuten einzelne teammitglieder privat markieren mails hineinziehen ersichtlich team zeit wechsel mails leuten zwischenzeit blockieren lässt problem lösen voraus rückmeldung
527,2899,INC000009815204,4-Minor/Localized,4-Low,Failure,EDA_S_APS_Monitor,Probleme mit Monitor Samsung SyncMaster2243,"salut zäme  ich habe seit längerer zeit die folgenden probleme mit meinen zwei monitoren (samsung syncmaster 0 1 2 3 ):   -    beim starten des computers bleibt der bildschirm schwarz. in den display settings ist einer der beiden monitore nicht vorhanden (umgehungslösung: öffnen des notbookbildschirms).  -    wenn ich das notenbook für eine sitzung aus der dockingstation nehme und wieder einsetze, ist die schrift der office-applikationen unscharf.  danke und gruss",,probleme monitor samsung syncmaster2243 zäme lang zeit probleme monitoren samsung syncmaster starten computers bildschirm display settings monitore vorhanden umgehungslösung öffnen notbookbildschirms notenbook sitzung dockingstation einsetzen schrift officeapplikationen unscharf gruss
528,2898,INC000009815112,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_PC,Änderung einer Asset-Nummer,guten morgen liebe kolleginnen und kollegen  infolge austausch eines weiteren dell e6330 ist folgende mutation im remedy notwendig:  user:  replaced asset:  status of old asset:  new asset now in use:  mdu  0 1 2 3 wiping in progress thereafter disposed locally  0 1 2 3 herzlichen dank im voraus für eine prompte aktualisierung des remedy.  liebe grüsse,,änderung assetnummer kolleginnen austausch dell mutation remedy notwendig user replaced asset status old asset asset now use mdu wiping progress thereafter disposed locally herzlich voraus prompt aktualisierung remedy
529,2895,INC000009814203,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_PC,Assets MXM Bogota,guten tag aus bogota  auf meinen namen gibt es eine vielzahl von laptops:  0 1 2 3 provider_eda_hardware  client  notebook  dell latitude e 0 1 2 3 dell latitude e 0 1 2 3 86f6l12  down  pending wipe protocol  eda-dr  bogota  Muster Max smt  smt              0 1 2 3 provider_eda_hardware  client  notebook  dell latitude e 0 1 2 3 dell latitude e 0 1 2 3 2nn6l12  down  pending wipe protocol  eda-dr  bogota  Muster Max smt  smt              0 1 2 3 provider_eda_hardware  client  notebook  dell latitude e 0 1 2 3 dell latitude e 0 1 2 3 68ldfc2  deployed    eda-dr  bogota  Muster Max smt  smt              0 1 2 3 provider_eda_hardware  client  notebook  dell latitude e 0 1 2 3 dell latitude e 0 1 2 3 6ktfjc2  deployed    eda-dr  bogota  Muster Max smt  smt              0 1 2 3 provider_eda_hardware  client  notebook  dell latitude e 0 1 2 3 dell latitude e 0 1 2 3 f85j5h2  deployed    eda-dr  bogota  Muster Max smt  smt   mir ist nicht klar wo sich diese laptops befinden und wieso diese mir zugeteilt sind. können sie mir weiterhelfen?  vielen dank und freundliche grüsse,,assets bogota tag bogota namen vielzahl laptops provider_eda_hardware client notebook dell latitude dell latitude down pending wipe protocol edadr bogota smt smt provider_eda_hardware client notebook dell latitude dell latitude down pending wipe protocol edadr bogota smt smt provider_eda_hardware client notebook dell latitude dell latitude deployed edadr bogota smt smt provider_eda_hardware client notebook dell latitude dell latitude 6ktfjc2 deployed edadr bogota smt smt provider_eda_hardware client notebook dell latitude dell latitude deployed edadr bogota smt smt laptops befinden zuteilen weiterhelfen
530,2893,INC000009813938,3-Moderate/Limited,3-Medium,Failure,EDA_ANW_Intranet/Collaboration EDA,Probleme beim Erstellen einer Gruppe,"guten tag  die nachfolgend abgebildete meldung habe ich nun bereits 3x erhalten. ich bitte sie daher um hilfe bei der erstellung einer gruppe im intranet (interne arbeitsgruppe):  titel der gruppe: «bereichsleitung globale zusammenarbeit» beschreibung des inhalts: «sitzungsunterlagen» administrator: ich, d.h. hartmann rahel hml zugriffsberechtigungen: ausschliesslich folgende personen: caperllaku gjulzade caz, hürzeler benedikt hzb, drilling tobias drt, frutiger christian ftg, hartmann rahel hml  besten dank und freundliche grüsse",,probleme erstellen gruppe tag nachfolgen abgebildet meldung hilfe erstellung gruppe intranet interne arbeitsgruppe gruppe bereichsleitung global zusammenarbeit beschreibung inhalts sitzungsunterlagen administrator hml zugriffsberechtigungen ausschliesslich personen caperllaku gjulzade hürzeler hzb drilling drt ftg hml gut
531,2892,INC000009813931,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzwerk Ausland,ADSL contract with Rogers,"dear colleague,  i have questions regarding upgrading the embassy contract with rogers for the adsl. i had called in and had have a ticket number  incident:  inc000009813931  summary:  anfrage: besprechung internetlinie  submitted by:  véronique marilley   thank you for following up on this.  sincerely",OneNote,adsl contract with rogers dear colleague have questions regarding upgrading the embassy contract with rogers the adsl had called had have ticket number summary anfrage besprechung internetlinie submitted marilley thank you following this
532,2891,INC000009813750,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_PC,RE: assets Botschaft,"sehr geehrte damen und herren  frau therese baum bt befindet sich in la paz. können sie bitte das asset 0 1 2 3 nach la paz verschieben?  vielen grüsse  From: stettler martin https://www.admin.ch>> sent: wednesday, february 19, 2020 5:23 pm to: hirschi https://www.admin.ch>> subject: assets botschaft  hallo evelyn  ist therese baum die ehemalige konsulin?  0 1 2 3 provider_eda_hardware  mobile communication  smartphone  iphone 6 16gb  +0 1 2 3 , iphone 6 16gb, 0 1 2 3 c39nx6zxg5mn  deployed  eda-dr  bogota  baum therese bt  bt  0 1 2 3 provider_eda_hardware  mobile communication  smartphone  iphone 6 16gb  +0 1 2 3 , iphone 6 16gb, 0 1 2 3 f17rh5ejg5mn  deployed  eda-deza  bogota  rojas diana rojdi  rojdi  0 1 2 3 provider_eda_hardware  mobile communication  smartphone  iphone 6 16gb  +0 1 2 3 , iphone 6 16gb, 0 1 2 3 f17rh6xbg5mn  deployed  eda-deza  bogota  mago cordido irina saren magir  magir    gruss",,assets botschaft befinden asset verschieben from sent wednesday february subject assets botschaft ehemalig konsulin provider_eda_hardware mobil communication smartphone iphone iphone c39nx6zxg5mn deployed edadr bogota provider_eda_hardware mobil communication smartphone iphone iphone f17rh5ejg5mn deployed edadeza bogota rojdi rojdi provider_eda_hardware mobil communication smartphone iphone iphone f17rh6xbg5mn deployed edadeza bogota cordido magir magir gruss
533,2890,INC000009813739,4-Minor/Localized,4-Low,Failure,EDA_S_Netzwerk Ausland,PCPT581 || Kapstadt / Südafrika|| neues Ticket :2002N33687,"sehr geehrtes bit team,  folgender ausfall wurde von uns beobachtet:  router       : pcpt581 equant tt nr : 2002n33687 standort     : kapstadt / südafrika  ausfallbeginn : 20/02/2020 13:33 utc  ausfallende   : n/a  ausfallursache: noch nicht bekannt   wir möchten sie darauf hinweisen, dass es eine störung ihrer verbindung gibt.  für die weitere fehlerbehebung benötigen wir eine kurze bestätigung, ob es strom vor ort gibt.  des weiteren würden wir sie bitten einen reset des router und modems durchzuführen und uns danach den led status mitteilen.  bitte ein foto des leds anfuegen !  diese vorgehensweise würde uns für die weitere fehleranalyse sehr helfen.     best regards",,kapstadt südafrika ticket geehrt bit team ausfall beobachten router equant standort kapstadt südafrika ausfallbeginn utc ausfallend ausfallursache hinweisen störung verbindung fehlerbehebung benötigen kurze bestätigung reset router modems durchführen led status mitteilen foto leds anfuegen vorgehensweise fehleranalyse regards
534,2889,INC000009813572,4-Minor/Localized,4-Low,Failure,EDA_S_BA_Datenablage,Work Folders: support request,system info   pc: edaws223404   os: enterprise   discoveryurl: https://www.admin.ch   serverurl: https://www.admin.ch   work folders path: c:\users\sfw\work folders   free server disk space on work folders path: 3.83 gb   free client disk space on work folders path: 0 1 2 3 gb  last synced: 20.02.2020 08:49   sync status: sync stopped. a problem occurred   authentication method: domain credentials   error code: the i/o operation has been aborted because of either a thread exit or an application request. (?0x800703e3)  adfs authentication url:    liebe grüsse,,work folders support request system enterprise discoveryurl serverurl work folders path cuserssfwwork folders free server disk space work folders path free client disk space work folders path lesen synced sync status sync stopped problem occurred authentication method domain credentials error code the operation has aborted because either thread exit application request adfs authentication url
535,2888,INC000009813352,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Account,"Lernplattform Bund, kein Zugriff",liebe kolleginnen  leider kann ich mich nicht einloggen. dank,,lernplattform bund zugreifen kolleginnen einloggen
536,2887,INC000009813053,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_PC,Dell Computer mit Nr 0 1 2 3 ,"liebe kolleginnen und kollegen  beim durchgang unseres materiales sind wir auf den computer mit nr 0 1 2 3 gefallen. dieser computer war keinem mitarbeiter zugeordnet. gemäss e-mail vom 31. august 2018 wurde der computer im system annulliert, da er physisch nicht auffindbar war. soweit wir sehen können, funktioniert dieser computer nicht. können wir das gerät ohne batterie an das kompetenzzentrum arbeitsplatz in bern senden?  mit freundlichen grüsse",,dell computer kolleginnen durchgang materiales computer computer mitarbeiter zuordnen email computer system annullieren physisch auffindbar funktionieren computer geraten batterie kompetenzzentrum arbeitsplatz senden freundlich
537,2886,INC000009813044,3-Moderate/Limited,3-Medium,Failure,EDA_S_Raumbewirtschaftung,Emch Lift Anlage 0 1 2 3 . ,guten tag  die liftanlage 0 1 2 3 stoppt jeweils im 2 und dritten stock ohne das vorher so gewählt zu haben. die vorabwahl auf der tastatur fällt nach einem kurzen moment wieder weg. zudem bin ich vorher kurze zeit stecken geblieben.  eventuell ein fall eine kontrolle.  freundlichst  emmanuel schiess gs-eda kompetenzzentrum verträge und beschaffungen sachbearbeiter/in büro 0 1 2 3 freiburgstrasse https://www.admin.ch> tel   +0 1 2 3 mob +0 1 2 3 arbeitstage montag-donnerstag,,lift anlage tag liftanlage stoppen jeweils dritt stock wählen vorabwahl tastatur fällen kurz moment kurze zeit stecken eventuell kontrolle freundlichst gseda kompetenzzentrum verträge beschaffungen sachbearbeiterin büro freiburgstrasse tel mob arbeitstage montagdonnerstag
538,2884,INC000009812510,4-Minor/Localized,4-Low,Failure,EDA_S_APS_PC,Istanbul: Laptop-Probleme Asset 0 1 2 3 ,"guten morgen,  meine kollegin yasemin öztürk, kurzzeichen «oze» meldete mir heute mündlich und unten auch noch per e-mail, dass ihr laptop mit asset-nr. 0 1 2 3 sich oft einfach ausschaltet und dass der ventilator immer sehr laut läuft. nun hat sie heute eine fehlermeldung erhalten (siehe beilage) aber der laptop startete dann doch und funktioniert im moment. in diesem geräte musste letztes jahr auch die batterie ersetzt werden.  dies sind alle keine guten zeichen. müsste dieser laptop evt ersetzt werden?  gerne hören wir von euch.  beste grüsse  From: öztürk https://www.admin.ch> sent: thursday, february 20, 2020 7:46 am to: https://www.admin.ch> subject: laptop-probleme  hallo liebe tania,  wie eben besprochen, anbei die fehlermeldung von heute früh. der rechner hat aber zum glück gestartet ?  aber der lüfter läuft schon auf hochtouren.  besten dank.   lg, yasemin   freundliche grüsse saygilarimla, best regards",,istanbul laptopprobleme asset kurzzeichen oze melden mündlich email laptop assetnr ausschelten ventilator laufen fehlermeldung beilage laptop funktionieren moment geräte batterie ersetzen zeichen laptop evt ersetzen hören from sent thursday february subject laptopprobleme besprechen anbei fehlermeldung früh rechner glück starten lüfter laufen hochtouren gut saygilarimla regards
539,2883,INC000009812107,3-Moderate/Limited,4-Low,Service Request,EDA_S_APS_OS_BasisSW,FW: AMBASCIATA DI SVIZZERA: Procedura per iscrizione corsi Online Phidia,"guten abend helpdesk,  unsere kanzleichefin möchte für unseren neuen mitarbeiter diesen e-learning kurs durchführen betreffend sicherheit. (online)  sie fragt mich ob unser informatik system für diesen kurs kompatibel sei? (siehe beilage technische daten)  bevor sie diese offerte unterschreibt wollte sie sich vergewissern das man von unserem pc aus diesen kurs machen kann.   könntet ihr mir bitte bescheid geben.  besten dank  grüsse  g. volpe  from: menghetti coutinho marinella eda https://www.admin.ch> sent: wednesday, february 19, 2020 4:48 pm to: volpe https://www.admin.ch> subject: fw: ambasciata di svizzera: procedura per iscrizione corsi online phidia  ciao giovanni,  sto organizzando il corso di igiene e sicurezza sul lavoro per le colleghe assunte dalla metà del 2019 in poi. sarà un corso online. prima di firmare l’offerta, puoi vedere se il nostro sistema informatico è compatibile con quanto richiesto ? grazie mille  mcm  https://www.admin.ch>> sent: wednesday, february 19, 2020 4:27 pm to: menghetti coutinho marinella eda https://www.admin.ch> subject: r: ambasciata di svizzera: procedura per iscrizione corsi online phidia  buonasera,  come richiesto le invio in allegato la scheda iscrizioni. una volta compilata e rinviata procederemo con la fatturazione.  cordiali saluti,  [cid:image001.png@01d579e6.4ef70c30]  via alessandro cialdi, 0 1 2 3 roma tel. 06.0 1 2 3 ai sensi del d.lgs. 0 1 2 3 /2003 si precisa che le informazioni contenute in questo messaggio sono riservate ed a uso esclusivo del destinatario. qualora il messaggio in parola le fosse pervenuto per errore, la invitiamo ad eliminarlo senza copiarlo e a non inoltrarlo a terzi, dandocene gentilmente https://www.admin.ch] inviato: martedì 18 https://www.admin.ch> oggetto: i: ambasciata di svizzera: procedura per iscrizione corsi online phidia  da: menghetti coutinho marinella eda https://www.admin.ch>> inviato: martedì https://www.admin.ch> cc: menghetti coutinho marinella eda https://www.admin.ch>; https://www.admin.ch>> oggetto: ambasciata di svizzera: procedura per iscrizione corsi online phidia  gentili signore, egregi signori,  come da accordi tra il dottor d’antonio, rspp di questa rappresentanza diplomatica e il dottor rosetti, vi invio il file excel con i dati delle tre dipendenti che devono seguire il corso e-learning in materia di igiene e sicurezza sul lavoro rivolto ai lavoratori amministrativi. il dottor d’antonio consiglia la formazione generale specifica basso rischio uffici. non trovando la dicitura esatta sul vostro file, ho lasciato in bianco questo campo. grazie dunque di provvedere alla scelta del corso indicato. aspetto la scheda d’iscrizione con i costi, così da provvedere al pagamento.  l’ambasciata non ha partita iva. inoltre non siamo tenuti all’obbligo della fatturazione elettronica (non abbiamo pec). grazie dunque di inviare la fattura al mio indirizzo.  per altre informazioni, sono a disposizione.  cordialmente.   marinella menghetti coutinho console, consigliere d’ambasciata  ambasciata di svizzera via barnaba oriani 61, 0 1 2 3 roma •+0 1 2 3 <tel:%2b39%2006%20809%2057%20369> fax: +0 1 2 3 <https://www.admin.ch>  [https://www.admin.chvertretungen/botschaft.html> [cid:image002.png@01d49600.39f28af0] <https://www.facebook.com/ambasciatasvizzeraroma/> [cid:image003.gif@01d49600.39f28af0] <https://twitter.com/ambasciatasvizz>  ce courriel peut contenir des informations privilégiées, non révélées, de secrets commerciaux ou confidentielles. si vous avez reçu ce courriel par erreur, vous êtes avertis que son examen, sa copie ou sa distribution est strictement interdite. veuillez nous en informer immédiatement et détruire la copie transmise originalement. merci de votre coopération         -------- messaggio inoltrato -------- oggetto:  procedura per iscrizione corsi online phidia  data:  tue, 5 nov 2019 17:39:24 +0 1 2 3 https://www.admin.ch>  a:  'claudio https://www.admin.ch>   ciao claudio,  1 - in allegato invio il file excel che, l’azienda o tu per loro, dovrà https://www.admin.ch>, serve a raccogliere le informazioni per la compilazione della scheda iscrizione e per avere i dati dei partecipanti da caricare in piattaforma.  2 - ricevuto il file excel, di cui sopra, invieremo la scheda iscrizione con i costi, che il legale rappresentante dovrà https://www.admin.ch>  3 - ricevuta la scheda iscrizione firmata, emetteremo fattura e caricheremo i partecipanti in piattaforma. al caricamento il partecipante riceverà una mail con le istruzione per l’accesso alla piattaforma.  4 - successivamente phidia monitorerà l’effettiva fruizione dei corsi da parte dei discenti, avvertendo se qualcuno non stesse svolgendo la formazione online (considera che esiste un limite temporale di fruizione del corso).  per qualsiasi altra cosa puoi fare riferimento a me o a ramona, che ci legge in copia.  andrea  ------------------------------------------------------------------------------------------------------ andrea https://www.admin.ch> | mobile: +0 1 2 3   [cid:image001.png@01d3a3f9.7a7e5440]  via alessandro cialdi, 7 - https://www.admin.ch> ------------------------------------------------------------------------------------------------------  ai sensi del d.lg",,ambasciata svizzera procedura iscrizione phidia kanzleichefin mitarbeiter elearning kurs durchfahren sicherheit fragen informatik system kurs kompatibel beilage technische daten offerte unterschreiben vergewissern kurs bescheid gut from menghetti sent wednesday february subject ambasciata svizzera procedura iscrizione phidia ciao sto organizzando igiene sicurezza lavoro colleghe assunte metà del poi sarà firmare lofferta puoi vedere sistema informatico compatibile con quanto richiesto grazie mcm sent wednesday february menghetti subject ambasciata svizzera procedura iscrizione phidia buonasera come richiesto invio allegato scheda iscrizioni una volta compilata rinviata procederemo con fatturazione cordiali saluti via cialdi tel del dlgs precisa informazioni contenute questo messaggio sono riservate uso esclusivo del destinatario qualora messaggio parola pervenuto errore invitiamo eliminarlo senza copiarlo non inoltrarlo terzi dandocene gentilmente inviato martedì oggetto ambasciata svizzera procedura iscrizione phidia menghetti inviato martedì menghetti oggetto ambasciata svizzera procedura iscrizione phidia egregi signori come accordi dottor rspp rappresentanza diplomatica dottor invio file excel con dati dipendenti devono seguire elearning materia igiene sicurezza lavoro rivolto lavoratori amministrativi dottor formazione generale specifica rischio uffici non trovando dicitura esatta vostro file lasciato questo grazie dunque provvedere scelta del indicato aspetto scheda discrizione con costi così provvedere pagamento lambasciata non partita inoltre non siamo tenuti allobbligo fatturazione elettronica non abbiamo pec grazie dunque inviare fattura indirizzo altre informazioni sono disposizione cordialmente menghetti console consigliere dambasciata ambasciata svizzera via oriani fax courriel peut contenir informations privilégiées non révélées secrets commerciaux confidentielles vous avez reçu courriel par erreur vous êtes avertis que son examen copie distribution est strictement interdite veuillez nous informer immédiatement détruire copie transmise originalement votre coopération messaggio inoltrato oggetto procedura iscrizione phidia data tun nov ciao allegato invio file excel lazienda loro dovrà serve raccogliere informazioni compilazione scheda iscrizione avere dati dei partecipanti caricare piattaforma ricevuto file excel sopra invieremo scheda iscrizione con costi legale rappresentante dovrà ricevuta scheda iscrizione firmata emetteremo fattura caricheremo partecipanti piattaforma caricamento partecipante riceverà una mail con istruzione laccesso piattaforma successivamente phidia monitorerà leffettiva fruizione dei parte dei discenti avvertendo qualcuno non stesse svolgendo formazione considera esiste limite temporale fruizione del qualsiasi altra cosa puoi fare riferimento copia mobil via cialdi del dlg
